Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"Taking elk velvet antler supplements during a 10-week rowing training didn't change hormonal responses or rowing performance compared to those who just took a placebo. However, training itself improved performance metrics like VO2max and strength.","18-29, 30-44",NULL,-1,"Healthy Weight, Trained",✅,No,0,"November 28, 2023 6:56 AM",0,"April 17, 2025 4:54 PM",Exercise Perfomance,Velvet Antler,0,0,0,0,46,,Effect of elk velvet antler supplementation on the hormonal response to acute and chronic exercise in male and female rowers (https://www.notion.so/Effect-of-elk-velvet-antler-supplementation-on-the-hormonal-response-to-acute-and-chronic-exercise-i-698fd2524cea479eab7aef1b839922f5?pvs=21),-1,both sexes,0,,Velvet Antler,double-blind,1-6 months,,Velvet Antler (https://www.notion.so/Velvet-Antler-1d659c2aeec581de99dede7c2f388e66?pvs=21)
Taking L-ornithine hydrochloride before exercise doesn't improve performance but helps in managing ammonia levels during and after exercise.,18-29,NULL,-1,"healthy weight, trained",✅,No,0,"November 28, 2023 6:57 AM",0,"April 17, 2025 4:38 PM",Exercise Perfomance,Ornithine,0,0,0,0,14,,The effect of L-ornithine hydrochloride ingestion on performance during incremental exhaustive ergometer bicycle exercise and ammonia metabolism during and after exercise (https://www.notion.so/The-effect-of-L-ornithine-hydrochloride-ingestion-on-performance-during-incremental-exhaustive-ergom-2a30133bcd0a469790f9a16f43857333?pvs=21),-1,male,0,,Ornithine,double-blind,24 hours,,Ornithine (https://www.notion.so/Ornithine-1d659c2aeec581ce92fde2d12703e9f7?pvs=21)
"People who took medium and high doses of NMN and exercised showed better oxygen use and more power during certain breathing stages. However, some measures of fitness like peak power didn’t change for anyone.",,Positive,1,,✅,No,0,"November 28, 2023 6:58 AM",0,"November 28, 2023 6:58 AM",Exercise Perfomance,,0,0,0,0,,,"Nicotinamide mononucleotide supplementation enhances aerobic capacity in amateur runners: a randomized, double-blind study (https://www.notion.so/Nicotinamide-mononucleotide-supplementation-enhances-aerobic-capacity-in-amateur-runners-a-randomiz-18b5cddeac494f5bb0475929dd89ed77?pvs=21)",1,,0,Endurance Threshold,Nicotinamide Mononucleotide,randomized controlled trial,1,,
"In this study, older Korean women who drank a special cocoa drink for 6 months had fewer wrinkles and more elastic skin, but it didn't make their skin more hydrated or stronger.","65+, 30-44, 45-64",Positive,1,,✅,No,0,"November 28, 2023 6:58 AM",0,"April 19, 2025 2:14 PM",Wrinkles,Cocoa Extract,0,0,0,0,58,,"Cocoa Flavanol Supplementation Influences Skin Conditions of Photo-Aged Women: A 24-Week Double-Blind, Randomized, Controlled Trial (https://www.notion.so/Cocoa-Flavanol-Supplementation-Influences-Skin-Conditions-of-Photo-Aged-Women-A-24-Week-Double-Blin-feaa860e877b4b75a8682c79e3f9476a?pvs=21)",1,n/a,0,,Cocoa Extract,randomized controlled trial,1-6 months,,Cocoa Extract (https://www.notion.so/Cocoa-Extract-1d659c2aeec581e3954ae7a4695b9777?pvs=21)
Eating high-flavanol chocolate for 12 weeks made the skin slightly but noticeably more elastic but did not protect the skin from UV radiation compared to eating low-flavanol chocolate.,45-64,Positive,1,healthy weight,✅,No,0,"November 28, 2023 6:59 AM",0,"April 19, 2025 2:14 PM",Wrinkles,Cocoa Extract,0,0,0,0,59,,"Chocolate flavanols and skin photoprotection: a parallel, double-blind, randomized clinical trial (https://www.notion.so/Chocolate-flavanols-and-skin-photoprotection-a-parallel-double-blind-randomized-clinical-trial-6bb6d54857ff4ad4b15d23c003e9a2e4?pvs=21)",1,female,0,,Cocoa Extract,double-blind,1-6 months,,Cocoa Extract (https://www.notion.so/Cocoa-Extract-1d659c2aeec581e3954ae7a4695b9777?pvs=21)
"Applying Raspberry Ketone cream to the skin helps grow hair and makes the skin more elastic in normal mice and some people, but not in mice missing a specific nerve-related protein.",,Positive,1,,✅,No,0,"November 28, 2023 7:01 AM",0,"November 28, 2023 7:02 AM",Hair,,0,0,0,0,15,,Effect of topical application of raspberry ketone on dermal production of insulin-like growth factor-I in mice and on hair growth and skin elasticity in humans (https://www.notion.so/Effect-of-topical-application-of-raspberry-ketone-on-dermal-production-of-insulin-like-growth-factor-2df1c2b9925c450f84d144fe4a39335c?pvs=21),1,n/a,0,Topical,Raspberry Ketone,non-controlled trial,n/a,,
"Applying Raspberry Ketone cream to the skin helps grow hair and makes the skin more elastic in normal mice and some people, but not in mice missing a specific nerve-related protein.",,Positive,1,,✅,No,0,"November 28, 2023 7:01 AM",0,"November 28, 2023 7:02 AM",Wrinkles,,0,0,0,0,15,,Effect of topical application of raspberry ketone on dermal production of insulin-like growth factor-I in mice and on hair growth and skin elasticity in humans (https://www.notion.so/Effect-of-topical-application-of-raspberry-ketone-on-dermal-production-of-insulin-like-growth-factor-2df1c2b9925c450f84d144fe4a39335c?pvs=21),1,n/a,0,Topical,Raspberry Ketone,non-controlled trial,n/a,,
"No significant effects were observed in age-related changes in skin, skin elasticity, skin fatigue, or other mechanical parameters like R1, R2, R5, R7, R8.","18-29, 30-44",NULL,-1,,✅,No,0,"November 28, 2023 7:02 AM",0,"November 28, 2023 7:03 AM",Wrinkles,,0,0,0,0,21,,Calendula extract: effects on mechanical parameters of human skin. (https://www.notion.so/Calendula-extract-effects-on-mechanical-parameters-of-human-skin-5181eb83a4a04c86ade73715840de78e?pvs=21),-1,both sexes,0,,Calendula Officinalis,randomized controlled trial,1-6 months,,
"Drinking ginger syrup mixed in water four times a day helped significantly reduce nausea and vomiting for pregnant women in their first trimester. After 9 days, 10 of the 13 (77%) subjects receiving ginger had at least a 4-point improvement on the nausea scale.",,Positive,1,,⭐,No,0,"November 30, 2023 7:06 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,26,,Ginger syrup as an antiemetic in early pregnancy (https://www.notion.so/Ginger-syrup-as-an-antiemetic-in-early-pregnancy-e3587bf31b0f4fa2a5f6ea4adf900e48?pvs=21),2,n/a,0,,Ginger,double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"Giving patients ginger after surgery can significantly help reduce nausea and vomiting, but some might experience abdominal discomfort.",,Positive,1,,🎓,No,0,"November 30, 2023 7:07 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,363,,The efficacy of ginger for the prevention of postoperative nausea and vomiting: a meta-analysis (https://www.notion.so/The-efficacy-of-ginger-for-the-prevention-of-postoperative-nausea-and-vomiting-a-meta-analysis-3fbf4255cb724a70a1bc543a597eb61c?pvs=21),5,n/a,0,,Ginger,meta-analysis,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"If you're a pregnant woman dealing with nausea, dry retching, or vomiting, taking ginger can help you as much as taking vitamin B6.",,Positive,1,,✅,No,0,"November 30, 2023 7:07 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,291,,A randomized controlled trial of ginger to treat nausea and vomiting in pregnancy (https://www.notion.so/A-randomized-controlled-trial-of-ginger-to-treat-nausea-and-vomiting-in-pregnancy-39ca6628caee45d78b0382db54a5824e?pvs=21),1,n/a,0,,Ginger,randomized controlled trial,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"For pregnant women suffering from nausea and vomiting, ginger appears to be a safe and effective option, performing either better than or as well as vitamin B6 without any noticeable negative side effects.",,Positive,1,,🎓,No,0,"November 30, 2023 7:08 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,675,,Effectiveness and safety of ginger in the treatment of pregnancy-induced nausea and vomiting (https://www.notion.so/Effectiveness-and-safety-of-ginger-in-the-treatment-of-pregnancy-induced-nausea-and-vomiting-c0e52f3f0ba64b49bb41c140e023cf6d?pvs=21),5,n/a,0,,Ginger,meta-analysis,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"Ginger was found to be superior to placebo and equally effective as metoclopramide in reducing postoperative nausea and vomiting in two out of three studies. It was also favored over placebo for seasickness, morning sickness, and chemotherapy-induced nausea.",,Positive,1,,🎓,No,0,"November 30, 2023 7:09 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,6,,Efficacy of ginger for nausea and vomiting: a systematic review of randomized clinical trials (https://www.notion.so/Efficacy-of-ginger-for-nausea-and-vomiting-a-systematic-review-of-randomized-clinical-trials-83fcb4d84a2346afb5567b0ef75aeffb?pvs=21),5,n/a,0,,Ginger,meta-analysis,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
Taking ginger root powder capsules along with regular anti-sick medicines made a big difference in reducing severe sickness and throwing up for young people getting strong chemotherapy.,,Positive,1,,⭐,No,0,"November 30, 2023 7:14 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,60,,Anti-emetic effect of ginger powder versus placebo as an add-on therapy in children and young adults receiving high emetogenic chemotherapy (https://www.notion.so/Anti-emetic-effect-of-ginger-powder-versus-placebo-as-an-add-on-therapy-in-children-and-young-adults-d049cb0ebd134fc9a786dcfc23740a98?pvs=21),2,n/a,0,,Ginger,Double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"Ginger helps pregnant women feel less nauseous and vomit less, and it's safe to use during pregnancy.",,Positive,1,,✅,No,0,"November 30, 2023 7:15 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,70,,"Ginger for nausea and vomiting in pregnancy: randomized, double-masked, placebo-controlled trial (https://www.notion.so/Ginger-for-nausea-and-vomiting-in-pregnancy-randomized-double-masked-placebo-controlled-trial-45fbf67565d9485f885b387bfad0bd57?pvs=21)",1,n/a,0,,Ginger,double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"Ginger significantly helped reduce symptoms of severe morning sickness in pregnant women compared to a placebo, with no side effects observed.","• 18-29, 30-44
•",Positive,1,,✅,No,0,"November 30, 2023 7:15 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,30,,Ginger treatment of hyperemesis gravidarum (https://www.notion.so/Ginger-treatment-of-hyperemesis-gravidarum-eb0f7f2069d6441eb946500d9ba86e27?pvs=21),1,female,0,,Ginger,double-blind,1-7 days,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
Taking ginger extract helped pregnant women feel less nauseous and reduced retching but did not help with vomiting. No negative effects on pregnancy were observed.,,Positive,1,,✅,No,0,"November 30, 2023 7:15 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,120,,Effect of a ginger extract on pregnancy-induced nausea: a randomised controlled trial (https://www.notion.so/Effect-of-a-ginger-extract-on-pregnancy-induced-nausea-a-randomised-controlled-trial-c14481eed5b74e4a866f36fde1994815?pvs=21),1,n/a,0,,Ginger,double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
Ginger has shown efficacy for prevention of nausea and borderline significance to prevention vomiting after gynecological laparoscopy at 6 hour post operation.,,Positive,1,,✅,No,0,"November 30, 2023 7:16 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,60,,Effectiveness of ginger for prevention of nausea and vomiting after gynecological laparoscopy (https://www.notion.so/Effectiveness-of-ginger-for-prevention-of-nausea-and-vomiting-after-gynecological-laparoscopy-e6e59a1edf1b4a279b79ef885d191aa9?pvs=21),1,n/a,0,,Ginger,double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
Taking ginger capsules before major gynecologic surgery can effectively reduce nausea and vomiting without causing any side effects.,,Positive,1,,✅,No,0,"November 30, 2023 7:17 AM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,120,,The efficacy of ginger in prevention of postoperative nausea and vomiting after major gynecologic surgery (https://www.notion.so/The-efficacy-of-ginger-in-prevention-of-postoperative-nausea-and-vomiting-after-major-gynecologic-su-af2db209d8d74dcd95dc09556643a289?pvs=21),1,n/a,0,,Ginger,double-blind,n/a,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
"Taking p-synephrine didn't help experienced sprinters run faster or jump higher, and it didn't cause any side effects.",18-29,NULL,-1,trained,✅,No,0,"December 21, 2023 1:43 PM",0,"December 21, 2023 1:43 PM",Exercise Perfomance,,0,0,0,0,13,,Acute consumption of p-synephrine does not enhance performance in sprint athletes. (https://www.notion.so/Acute-consumption-of-p-synephrine-does-not-enhance-performance-in-sprint-athletes-76a28e60c77c44858cccf217ef0a53f6?pvs=21),-1,both sexes,0,,Bitter Orange,randomized controlled trial,24 hours,,
Magnesium alone was less effective in reducing migraine characteristics compared to both sodium valproate alone and the combination of magnesium with sodium valproate.,30-44,NULL,-1,healthy weight,🚩,No,0,"December 21, 2023 1:48 PM",0,"April 18, 2025 4:14 PM",Migraines,Magnesium,0,0,0,0,222,,"Comparative study of magnesium, sodium valproate, and concurrent magnesium-sodium valproate therapy in the prevention of migraine headaches: a randomized controlled double-blind trial. (https://www.notion.so/Comparative-study-of-magnesium-sodium-valproate-and-concurrent-magnesium-sodium-valproate-therapy--8280bde257c94592a44fce34f2cdabed?pvs=21)",0,both sexes,0,,Magnesium,randomized controlled trial,1-6 months,,Magnesium (https://www.notion.so/Magnesium-1d659c2aeec581689148fb23170e1ad5?pvs=21)
"Powdered ginger (whole root, 500 or 1,000 mg) or fresh ginger root (1,000 mg) provided no protection against motion sickness. ","18-29, 30-44",NULL,-1,healthy weight,✅,No,0,"December 21, 2023 1:48 PM",0,"April 19, 2025 2:12 PM",Nausea,Ginger,0,0,0,0,28,,Effects of ginger on motion sickness susceptibility and gastric function (https://www.notion.so/Effects-of-ginger-on-motion-sickness-susceptibility-and-gastric-function-166c7a5a403544848d6142e61a72e42b?pvs=21),-1,both sexes,0,,Ginger,double-blind,24 hours,,Ginger (https://www.notion.so/Ginger-1d659c2aeec58105bd22f4471b05afa3?pvs=21)
This trial found no evidence of benefit from antioxidant supplementation at high altitude.,,NULL,-1,,🗒️,No,0,"December 21, 2023 1:51 PM",0,"April 15, 2025 5:31 PM",Notes,Alpha-Lipoic Acid,0,0,0,0,83,,"Oral antioxidant supplementation does not prevent acute mountain sickness: double blind, randomized placebo-controlled trial (https://www.notion.so/Oral-antioxidant-supplementation-does-not-prevent-acute-mountain-sickness-double-blind-randomized--1dd99784246e430fa0f4ee3ecbf2015a?pvs=21)",0,n/a,0,,Alpha-Lipoic Acid,double-blind,n/a,,Alpha-Lipoic Acid (https://www.notion.so/Alpha-Lipoic-Acid-1d659c2aeec581568f6acdd0860357d3?pvs=21)
"We found 20% protection (P < 0.01) against ex vivo H(2)O(2)-provoked oxidative DNA damage, measured by comet assay. This marker is used to assess the extent of DNA damage caused by reactive oxygen species (ROS), particularly hydrogen peroxide (H2O2).",18-29,Positive,1,healthy weight,⭐,No,0,"December 21, 2023 1:52 PM",0,"April 19, 2025 2:15 PM",DNA Damage,Blueberry,0,0,0,0,168,,Impact of multiple genetic polymorphisms on effects of a 4-week blueberry juice intervention on ex vivo induced lymphocytic DNA damage in human volunteers (https://www.notion.so/Impact-of-multiple-genetic-polymorphisms-on-effects-of-a-4-week-blueberry-juice-intervention-on-ex-v-32d012b12fd747fbae4471ff03eeeb87?pvs=21),2,both sexes,0,,Blueberry,double-blind,2-4 weeks,,Blueberry (https://www.notion.so/Blueberry-1d659c2aeec58168b62bdbbb9abd8f0b?pvs=21)
